customer_id,total_spend,avg_spend,max_spend,previous_purchases,avg_review_rating,age,gender,location,subscription_status,preferred_payment,preferred_shipping,category_diversity,product_diversity,discount_orders,promo_orders,purchase_frequency,aov,total_transactions,repeat_customer_flag,promo_dependency_score,satisfaction_flag,spend_score,frequency_score,purchase_history_score,value_score,value_tier,organic_spend,organic_spend_ratio,avg_discount_spend,avg_non_discount_spend,discount_sensitivity_score,high_margin_customer,organic_demand_score,risk_flag,loyalty_score_1,review_score_normalized,low_promo_score,loyalty_score_2,loyalty1_group,loyalty2_group,customer_segment,strategic_segment,Season,Category
1803,96,96.0,96,31,2.6,57,Male,Rhode Island,No,Venmo,Store Pickup,1,1,0,0,Bi-Weekly,3.1,1,0,0.0,Unsatisfied,0.9500000000000002,0.0,0.6122448979591836,59.74,Platinum,96.0,1.0,0.0,96.0,0.0,Yes,58.0,Low Risk,24.49,0.04,1.0,69.2,Medium,High,Organic Loyalists,Premium Organic,Winter,Clothing
1804,97,97.0,97,33,3.5,60,Male,New Hampshire,No,Venmo,Free Shipping,1,1,0,0,Fortnightly,2.94,1,0,0.0,Unsatisfied,0.9625,0.0,0.6530612244897959,61.19,Platinum,97.0,1.0,0.0,97.0,0.0,Yes,58.5,Low Risk,26.12,0.4000000000000001,1.0,80.5,Medium,High,Organic Loyalists,Premium Organic,Summer,Footwear
1805,42,42.0,42,39,4.4,30,Male,Louisiana,No,Credit Card,Next Day Air,1,1,0,0,Weekly,1.08,1,0,0.0,Unsatisfied,0.275,0.0,0.7755102040816325,29.26,Silver,42.0,1.0,0.0,42.0,0.0,No,31.0,Low Risk,31.02,0.7600000000000002,1.0,63.8,High,High,Regular Customers,Premium Organic,Winter,Clothing
1806,62,62.0,62,46,4.9,41,Male,Arizona,No,Debit Card,Store Pickup,1,1,0,0,Weekly,1.35,1,0,0.0,Unsatisfied,0.525,0.0,0.9183673469387754,44.62,Gold,62.0,1.0,0.0,62.0,0.0,Yes,41.0,Low Risk,36.73,0.9600000000000002,1.0,79.8,High,High,Regular Customers,Premium Organic,Spring,Clothing
1807,67,67.0,67,24,3.9,58,Male,Rhode Island,No,Venmo,Standard,1,1,0,0,Annually,2.79,1,0,0.0,Unsatisfied,0.5875,0.0,0.4693877551020408,38.76,Gold,67.0,1.0,0.0,67.0,0.0,Yes,43.5,Low Risk,18.78,0.56,1.0,70.3,Medium,High,Regular Customers,Premium Organic,Fall,Accessories
1808,46,46.0,46,37,3.5,34,Male,Vermont,No,Venmo,Standard,1,1,0,0,Fortnightly,1.24,1,0,0.0,Unsatisfied,0.325,0.0,0.7346938775510203,30.94,Silver,46.0,1.0,0.0,46.0,0.0,No,33.0,Low Risk,29.39,0.4000000000000001,1.0,55.0,High,Medium,Regular Customers,Premium Organic,Summer,Footwear
1809,71,71.0,71,7,4.3,67,Male,Tennessee,No,Debit Card,Next Day Air,1,1,0,0,Monthly,10.14,1,0,0.0,Unsatisfied,0.6375000000000001,0.0,0.1224489795918367,34.32,Silver,71.0,1.0,0.0,71.0,0.0,No,45.5,Low Risk,4.9,0.72,1.0,77.1,Low,High,Regular Customers,Premium Organic,Spring,Outerwear
1810,99,99.0,99,6,3.4,58,Male,Alaska,No,Debit Card,Free Shipping,1,1,0,0,Fortnightly,16.5,1,0,0.0,Unsatisfied,0.9875,0.0,0.1020408163265306,51.42,Platinum,99.0,1.0,0.0,99.0,0.0,Yes,59.5,Low Risk,4.08,0.3600000000000001,1.0,80.3,Low,High,Organic Loyalists,Premium Organic,Fall,Accessories
1811,28,28.0,28,16,2.7,41,Male,Maryland,No,Cash,Standard,1,1,0,0,Bi-Weekly,1.75,1,0,0.0,Unsatisfied,0.1,0.0,0.3061224489795918,11.12,Bronze,28.0,1.0,0.0,28.0,0.0,No,24.0,Low Risk,12.24,0.08,1.0,36.4,Low,Low,Low Value Customers,Premium Organic,Fall,Clothing
1812,77,77.0,77,33,3.6,42,Male,Wisconsin,No,Bank Transfer,Standard,1,1,0,0,Annually,2.33,1,0,0.0,Unsatisfied,0.7125,0.0,0.6530612244897959,48.69,Platinum,77.0,1.0,0.0,77.0,0.0,Yes,48.5,Low Risk,26.12,0.4400000000000001,1.0,71.7,Medium,High,Organic Loyalists,Premium Organic,Summer,Accessories
1813,63,63.0,63,18,4.9,50,Male,Nevada,No,Paypal,Express,1,1,0,0,Bi-Weekly,3.5,1,0,0.0,Unsatisfied,0.5375000000000001,0.0,0.346938775510204,33.81,Silver,63.0,1.0,0.0,63.0,0.0,No,41.5,Low Risk,13.88,0.9600000000000002,1.0,80.3,Medium,High,Regular Customers,Premium Organic,Summer,Footwear
1814,62,62.0,62,24,3.5,40,Male,Illinois,No,Paypal,Free Shipping,1,1,0,0,Weekly,2.58,1,0,0.0,Unsatisfied,0.525,0.0,0.4693877551020408,35.64,Gold,62.0,1.0,0.0,62.0,0.0,Yes,41.0,Low Risk,18.78,0.4000000000000001,1.0,63.0,Medium,High,Regular Customers,Premium Organic,Spring,Clothing
1815,92,92.0,92,24,3.8,32,Male,Montana,No,Cash,Free Shipping,1,1,0,0,Quarterly,3.83,1,0,0.0,Unsatisfied,0.9000000000000001,0.0,0.4693877551020408,54.39,Platinum,92.0,1.0,0.0,92.0,0.0,Yes,56.0,Low Risk,18.78,0.52,1.0,81.6,Medium,High,Organic Loyalists,Premium Organic,Summer,Clothing
1816,72,72.0,72,48,4.5,51,Male,New Mexico,No,Credit Card,2-Day Shipping,1,1,0,0,Every 3 Months,1.5,1,0,0.0,Unsatisfied,0.65,0.0,0.9591836734693876,51.68,Platinum,72.0,1.0,0.0,72.0,0.0,Yes,46.0,Low Risk,38.37,0.8,1.0,80.0,High,High,Organic Loyalists,Premium Organic,Winter,Footwear
1817,79,79.0,79,4,4.0,26,Male,Virginia,No,Cash,Express,1,1,0,0,Weekly,19.75,1,0,0.0,Unsatisfied,0.7375,0.0,0.0612244897959183,38.1,Gold,79.0,1.0,0.0,79.0,0.0,Yes,49.5,Low Risk,2.45,0.6000000000000001,1.0,77.5,Low,High,Regular Customers,Premium Organic,Summer,Accessories
1818,27,27.0,27,20,4.7,32,Male,Delaware,No,Cash,Free Shipping,1,1,0,0,Weekly,1.35,1,0,0.0,Unsatisfied,0.0875,0.0,0.3877551020408162,12.13,Bronze,27.0,1.0,0.0,27.0,0.0,No,23.5,Low Risk,15.51,0.8800000000000001,1.0,59.9,Medium,Medium,Low Value Customers,Premium Organic,Summer,Clothing
1819,39,39.0,39,47,3.8,58,Male,North Carolina,No,Debit Card,Express,1,1,0,0,Every 3 Months,0.83,1,0,0.0,Unsatisfied,0.2375,0.0,0.9387755102040816,30.65,Silver,39.0,1.0,0.0,39.0,0.0,No,29.5,Low Risk,37.55,0.52,1.0,55.1,High,Medium,Regular Customers,Premium Organic,Fall,Accessories
1820,86,86.0,86,50,4.5,51,Male,Nevada,No,Cash,Next Day Air,1,1,0,0,Quarterly,1.72,1,0,0.0,Unsatisfied,0.825,0.0,1.0,61.25,Platinum,86.0,1.0,0.0,86.0,0.0,Yes,53.0,Low Risk,40.0,0.8,1.0,87.0,High,High,Organic Loyalists,Premium Organic,Spring,Clothing
1821,94,94.0,94,31,5.0,19,Male,Washington,No,Paypal,Express,1,1,0,0,Monthly,3.03,1,0,0.0,Unsatisfied,0.925,0.0,0.6122448979591836,58.49,Platinum,94.0,1.0,0.0,94.0,0.0,Yes,57.0,Low Risk,24.49,1.0,1.0,97.0,Medium,High,Organic Loyalists,Premium Organic,Fall,Clothing
1822,53,53.0,53,29,2.8,57,Male,Maine,No,Paypal,Express,1,1,0,0,Quarterly,1.83,1,0,0.0,Unsatisfied,0.4125000000000001,0.0,0.5714285714285714,32.05,Silver,53.0,1.0,0.0,53.0,0.0,No,36.5,Low Risk,22.86,0.1199999999999998,1.0,50.1,Medium,Medium,At Risk,Premium Organic,Spring,Clothing
1823,85,85.0,85,4,4.4,66,Male,Connecticut,No,Cash,Standard,1,1,0,0,Annually,21.25,1,0,0.0,Unsatisfied,0.8125,0.0,0.0612244897959183,41.85,Gold,85.0,1.0,0.0,85.0,0.0,Yes,52.5,Low Risk,2.45,0.7600000000000002,1.0,85.3,Low,High,Regular Customers,Premium Organic,Summer,Clothing
1824,50,50.0,50,40,4.7,62,Male,Louisiana,No,Bank Transfer,Free Shipping,1,1,0,0,Bi-Weekly,1.25,1,0,0.0,Unsatisfied,0.375,0.0,0.7959183673469387,34.67,Gold,50.0,1.0,0.0,50.0,0.0,Yes,35.0,Low Risk,31.84,0.8800000000000001,1.0,71.4,High,High,Regular Customers,Premium Organic,Fall,Clothing
1825,47,47.0,47,31,3.8,58,Male,Illinois,No,Cash,Express,1,1,0,0,Monthly,1.52,1,0,0.0,Unsatisfied,0.3375,0.0,0.6122448979591836,29.12,Silver,47.0,1.0,0.0,47.0,0.0,No,33.5,Low Risk,24.49,0.52,1.0,59.1,Medium,Medium,Regular Customers,Premium Organic,Winter,Clothing
1826,75,75.0,75,41,4.9,23,Male,South Dakota,No,Credit Card,Next Day Air,1,1,0,0,Weekly,1.83,1,0,0.0,Unsatisfied,0.6875,0.0,0.8163265306122448,50.7,Platinum,75.0,1.0,0.0,75.0,0.0,Yes,47.5,Low Risk,32.65,0.9600000000000002,1.0,86.3,High,High,Organic Loyalists,Premium Organic,Winter,Footwear
1827,60,60.0,60,44,4.2,45,Male,Indiana,No,Debit Card,Express,1,1,0,0,Annually,1.36,1,0,0.0,Unsatisfied,0.5,0.0,0.8775510204081631,42.55,Gold,60.0,1.0,0.0,60.0,0.0,Yes,40.0,Low Risk,35.1,0.6800000000000002,1.0,70.4,High,High,Regular Customers,Premium Organic,Winter,Clothing
1828,36,36.0,36,31,4.9,20,Male,Vermont,No,Bank Transfer,2-Day Shipping,1,1,0,0,Weekly,1.16,1,0,0.0,Unsatisfied,0.2,0.0,0.6122448979591836,22.24,Silver,36.0,1.0,0.0,36.0,0.0,No,28.0,Low Risk,24.49,0.9600000000000002,1.0,66.8,Medium,High,Regular Customers,Premium Organic,Spring,Clothing
1829,80,80.0,80,45,3.9,33,Male,New Hampshire,No,Cash,Express,1,1,0,0,Every 3 Months,1.78,1,0,0.0,Unsatisfied,0.75,0.0,0.8979591836734693,55.46,Platinum,80.0,1.0,0.0,80.0,0.0,Yes,50.0,Low Risk,35.92,0.56,1.0,76.8,High,High,Organic Loyalists,Premium Organic,Spring,Outerwear
1830,96,96.0,96,50,4.9,30,Male,Oregon,No,Credit Card,2-Day Shipping,1,1,0,0,Quarterly,1.92,1,0,0.0,Unsatisfied,0.9500000000000002,0.0,1.0,67.5,Platinum,96.0,1.0,0.0,96.0,0.0,Yes,58.0,Low Risk,40.0,0.9600000000000002,1.0,96.8,High,High,Organic Loyalists,Premium Organic,Spring,Accessories
1831,80,80.0,80,7,4.8,50,Male,Kansas,No,Venmo,Express,1,1,0,0,Annually,11.43,1,0,0.0,Unsatisfied,0.75,0.0,0.1224489795918367,39.95,Gold,80.0,1.0,0.0,80.0,0.0,Yes,50.0,Low Risk,4.9,0.92,1.0,87.6,Low,High,Regular Customers,Premium Organic,Winter,Accessories
1832,71,71.0,71,5,3.3,62,Male,Maine,No,Bank Transfer,Free Shipping,1,1,0,0,Every 3 Months,14.2,1,0,0.0,Unsatisfied,0.6375000000000001,0.0,0.0816326530612244,33.51,Silver,71.0,1.0,0.0,71.0,0.0,No,45.5,Low Risk,3.27,0.32,1.0,65.1,Low,High,Regular Customers,Premium Organic,Summer,Clothing
1833,29,29.0,29,48,4.6,69,Male,Louisiana,No,Cash,Free Shipping,1,1,0,0,Monthly,0.6,1,0,0.0,Unsatisfied,0.1125,0.0,0.9591836734693876,24.81,Silver,29.0,1.0,0.0,29.0,0.0,No,24.5,Low Risk,38.37,0.8399999999999999,1.0,59.7,High,Medium,Regular Customers,Premium Organic,Fall,Accessories
1834,53,53.0,53,19,4.5,34,Male,Louisiana,No,Paypal,2-Day Shipping,1,1,0,0,Fortnightly,2.79,1,0,0.0,Unsatisfied,0.4125000000000001,0.0,0.3673469387755101,27.97,Silver,53.0,1.0,0.0,53.0,0.0,No,36.5,Low Risk,14.69,0.8,1.0,70.5,Medium,High,Regular Customers,Premium Organic,Spring,Accessories
1835,35,35.0,35,39,4.1,49,Male,Indiana,No,Venmo,2-Day Shipping,1,1,0,0,Fortnightly,0.9,1,0,0.0,Unsatisfied,0.1875,0.0,0.7755102040816325,24.89,Silver,35.0,1.0,0.0,35.0,0.0,No,27.5,Low Risk,31.02,0.6399999999999999,1.0,56.7,High,Medium,Regular Customers,Premium Organic,Summer,Clothing
1836,75,75.0,75,45,3.2,65,Male,Kentucky,No,Credit Card,2-Day Shipping,1,1,0,0,Quarterly,1.67,1,0,0.0,Unsatisfied,0.6875,0.0,0.8979591836734693,52.33,Platinum,75.0,1.0,0.0,75.0,0.0,Yes,47.5,Low Risk,35.92,0.2800000000000002,1.0,65.9,High,High,Organic Loyalists,Premium Organic,Fall,Accessories
1837,52,52.0,52,35,4.2,66,Male,South Carolina,No,Credit Card,2-Day Shipping,1,1,0,0,Monthly,1.49,1,0,0.0,Unsatisfied,0.4,0.0,0.693877551020408,33.88,Silver,52.0,1.0,0.0,52.0,0.0,No,36.0,Low Risk,27.76,0.6800000000000002,1.0,66.4,High,High,Regular Customers,Premium Organic,Fall,Clothing
1838,77,77.0,77,8,4.8,41,Male,Montana,No,Venmo,Free Shipping,1,1,0,0,Monthly,9.62,1,0,0.0,Unsatisfied,0.7125,0.0,0.1428571428571428,38.48,Gold,77.0,1.0,0.0,77.0,0.0,Yes,48.5,Low Risk,5.71,0.92,1.0,86.1,Low,High,Regular Customers,Premium Organic,Winter,Accessories
1839,24,24.0,24,11,4.1,37,Male,Vermont,No,Credit Card,Next Day Air,1,1,0,0,Quarterly,2.18,1,0,0.0,Unsatisfied,0.05,0.0,0.2040816326530612,6.58,Bronze,24.0,1.0,0.0,24.0,0.0,No,22.0,Low Risk,8.16,0.6399999999999999,1.0,51.2,Low,Medium,Low Value Customers,Premium Organic,Fall,Accessories
1840,78,78.0,78,32,3.7,32,Male,Mississippi,No,Cash,Store Pickup,1,1,0,0,Annually,2.44,1,0,0.0,Unsatisfied,0.7250000000000001,0.0,0.6326530612244897,48.9,Platinum,78.0,1.0,0.0,78.0,0.0,Yes,49.0,Low Risk,25.31,0.4800000000000002,1.0,73.4,Medium,High,Organic Loyalists,Premium Organic,Winter,Clothing
1841,98,98.0,98,46,2.6,42,Male,Wyoming,No,Bank Transfer,Store Pickup,1,1,0,0,Every 3 Months,2.13,1,0,0.0,Unsatisfied,0.975,0.0,0.9183673469387754,67.12,Platinum,98.0,1.0,0.0,98.0,0.0,Yes,59.0,Low Risk,36.73,0.04,1.0,70.2,High,High,Organic Loyalists,Premium Organic,Winter,Footwear
1842,57,57.0,57,7,3.0,31,Male,Vermont,No,Paypal,Standard,1,1,0,0,Every 3 Months,8.14,1,0,0.0,Unsatisfied,0.4625,0.0,0.1224489795918367,25.57,Silver,57.0,1.0,0.0,57.0,0.0,No,38.5,Low Risk,4.9,0.2000000000000001,1.0,54.5,Low,Medium,Regular Customers,Premium Organic,Winter,Clothing
1843,78,78.0,78,1,4.4,61,Male,Alabama,No,Debit Card,Express,1,1,0,0,Annually,78.0,1,0,0.0,Unsatisfied,0.7250000000000001,0.0,0.0,36.25,Gold,78.0,1.0,0.0,78.0,0.0,Yes,49.0,Low Risk,0.0,0.7600000000000002,1.0,81.8,Low,High,Regular Customers,Premium Organic,Summer,Accessories
1844,76,76.0,76,32,4.7,36,Male,Kentucky,No,Credit Card,Next Day Air,1,1,0,0,Monthly,2.38,1,0,0.0,Unsatisfied,0.7000000000000001,0.0,0.6326530612244897,47.65,Platinum,76.0,1.0,0.0,76.0,0.0,Yes,48.0,Low Risk,25.31,0.8800000000000001,1.0,84.4,Medium,High,Organic Loyalists,Premium Organic,Fall,Outerwear
1845,26,26.0,26,31,2.7,60,Male,South Dakota,No,Credit Card,2-Day Shipping,1,1,0,0,Annually,0.84,1,0,0.0,Unsatisfied,0.075,0.0,0.6122448979591836,15.99,Bronze,26.0,1.0,0.0,26.0,0.0,No,23.0,Low Risk,24.49,0.08,1.0,35.4,Medium,Low,Low Value Customers,Premium Organic,Spring,Clothing
1846,78,78.0,78,39,2.8,51,Male,Delaware,No,Bank Transfer,2-Day Shipping,1,1,0,0,Quarterly,2.0,1,0,0.0,Unsatisfied,0.7250000000000001,0.0,0.7755102040816325,51.76,Platinum,78.0,1.0,0.0,78.0,0.0,Yes,49.0,Low Risk,31.02,0.1199999999999998,1.0,62.6,High,High,Organic Loyalists,Premium Organic,Winter,Footwear
1847,53,53.0,53,9,2.9,68,Male,Wisconsin,No,Venmo,Standard,1,1,0,0,Quarterly,5.89,1,0,0.0,Unsatisfied,0.4125000000000001,0.0,0.1632653061224489,23.89,Silver,53.0,1.0,0.0,53.0,0.0,No,36.5,Low Risk,6.53,0.1599999999999999,1.0,51.3,Low,Medium,At Risk,Premium Organic,Summer,Accessories
1848,100,100.0,100,49,4.4,46,Male,Arizona,No,Credit Card,Free Shipping,1,1,0,0,Weekly,2.04,1,0,0.0,Unsatisfied,1.0,0.0,0.9795918367346936,69.59,Platinum,100.0,1.0,0.0,100.0,0.0,Yes,60.0,Low Risk,39.18,0.7600000000000002,1.0,92.8,High,High,Organic Loyalists,Premium Organic,Summer,Footwear
1849,73,73.0,73,34,2.7,19,Male,Maine,No,Cash,Express,1,1,0,0,Every 3 Months,2.15,1,0,0.0,Unsatisfied,0.6625000000000001,0.0,0.673469387755102,46.59,Gold,73.0,1.0,0.0,73.0,0.0,Yes,46.5,Low Risk,26.94,0.08,1.0,58.9,High,Medium,At Risk,Premium Organic,Winter,Clothing
1850,40,40.0,40,35,4.5,30,Male,New Mexico,No,Bank Transfer,Store Pickup,1,1,0,0,Monthly,1.14,1,0,0.0,Unsatisfied,0.25,0.0,0.693877551020408,26.38,Silver,40.0,1.0,0.0,40.0,0.0,No,30.0,Low Risk,27.76,0.8,1.0,64.0,High,High,Regular Customers,Premium Organic,Winter,Clothing
1851,76,76.0,76,50,2.8,51,Male,Wyoming,No,Debit Card,Store Pickup,1,1,0,0,Weekly,1.52,1,0,0.0,Unsatisfied,0.7000000000000001,0.0,1.0,55.0,Platinum,76.0,1.0,0.0,76.0,0.0,Yes,48.0,Low Risk,40.0,0.1199999999999998,1.0,61.6,High,Medium,Organic Loyalists,Premium Organic,Winter,Accessories
1852,80,80.0,80,4,3.1,28,Male,Delaware,No,Bank Transfer,Free Shipping,1,1,0,0,Fortnightly,20.0,1,0,0.0,Unsatisfied,0.75,0.0,0.0612244897959183,38.72,Gold,80.0,1.0,0.0,80.0,0.0,Yes,50.0,Low Risk,2.45,0.2400000000000002,1.0,67.2,Low,High,Regular Customers,Premium Organic,Fall,Clothing
1853,80,80.0,80,32,3.8,41,Male,Pennsylvania,No,Cash,Store Pickup,1,1,0,0,Weekly,2.5,1,0,0.0,Unsatisfied,0.75,0.0,0.6326530612244897,50.15,Platinum,80.0,1.0,0.0,80.0,0.0,Yes,50.0,Low Risk,25.31,0.52,1.0,75.6,Medium,High,Organic Loyalists,Premium Organic,Winter,Clothing
1854,67,67.0,67,11,2.9,29,Male,North Dakota,No,Paypal,Express,1,1,0,0,Fortnightly,6.09,1,0,0.0,Unsatisfied,0.5875,0.0,0.2040816326530612,33.46,Silver,67.0,1.0,0.0,67.0,0.0,No,43.5,Low Risk,8.16,0.1599999999999999,1.0,58.3,Low,Medium,At Risk,Premium Organic,Spring,Clothing
1855,61,61.0,61,49,3.8,25,Male,Kentucky,No,Credit Card,Express,1,1,0,0,Annually,1.24,1,0,0.0,Unsatisfied,0.5125000000000001,0.0,0.9795918367346936,45.22,Gold,61.0,1.0,0.0,61.0,0.0,Yes,40.5,Low Risk,39.18,0.52,1.0,66.1,High,High,Regular Customers,Premium Organic,Spring,Clothing
1856,76,76.0,76,9,4.7,60,Male,Rhode Island,No,Cash,Standard,1,1,0,0,Annually,8.44,1,0,0.0,Unsatisfied,0.7000000000000001,0.0,0.1632653061224489,38.27,Gold,76.0,1.0,0.0,76.0,0.0,Yes,48.0,Low Risk,6.53,0.8800000000000001,1.0,84.4,Low,High,Regular Customers,Premium Organic,Spring,Clothing
1857,55,55.0,55,30,3.2,63,Male,Arizona,No,Paypal,Free Shipping,1,1,0,0,Bi-Weekly,1.83,1,0,0.0,Unsatisfied,0.4375,0.0,0.5918367346938774,33.71,Silver,55.0,1.0,0.0,55.0,0.0,No,37.5,Low Risk,23.67,0.2800000000000002,1.0,55.9,Medium,Medium,Regular Customers,Premium Organic,Summer,Accessories
1858,85,85.0,85,33,4.0,51,Male,Colorado,No,Cash,Next Day Air,1,1,0,0,Monthly,2.58,1,0,0.0,Unsatisfied,0.8125,0.0,0.6530612244897959,53.69,Platinum,85.0,1.0,0.0,85.0,0.0,Yes,52.5,Low Risk,26.12,0.6000000000000001,1.0,80.5,Medium,High,Organic Loyalists,Premium Organic,Summer,Clothing
1859,69,69.0,69,8,4.9,22,Male,Maine,No,Debit Card,2-Day Shipping,1,1,0,0,Annually,8.62,1,0,0.0,Unsatisfied,0.6125,0.0,0.1428571428571428,33.48,Silver,69.0,1.0,0.0,69.0,0.0,No,44.5,Low Risk,5.71,0.9600000000000002,1.0,83.3,Low,High,Regular Customers,Premium Organic,Spring,Accessories
1860,26,26.0,26,29,3.7,54,Male,New Jersey,No,Debit Card,Store Pickup,1,1,0,0,Fortnightly,0.9,1,0,0.0,Unsatisfied,0.075,0.0,0.5714285714285714,15.18,Bronze,26.0,1.0,0.0,26.0,0.0,No,23.0,Low Risk,22.86,0.4800000000000002,1.0,47.4,Medium,Medium,Low Value Customers,Premium Organic,Summer,Accessories
1861,64,64.0,64,4,4.8,18,Male,Kansas,No,Credit Card,Next Day Air,1,1,0,0,Monthly,16.0,1,0,0.0,Unsatisfied,0.55,0.0,0.0612244897959183,28.72,Silver,64.0,1.0,0.0,64.0,0.0,No,42.0,Low Risk,2.45,0.92,1.0,79.6,Low,High,Regular Customers,Premium Organic,Summer,Clothing
1862,60,60.0,60,19,3.6,29,Male,South Dakota,No,Debit Card,Standard,1,1,0,0,Monthly,3.16,1,0,0.0,Unsatisfied,0.5,0.0,0.3673469387755101,32.35,Silver,60.0,1.0,0.0,60.0,0.0,No,40.0,Low Risk,14.69,0.4400000000000001,1.0,63.2,Medium,High,Regular Customers,Premium Organic,Fall,Footwear
1863,36,36.0,36,10,4.6,59,Male,New Hampshire,No,Paypal,Express,1,1,0,0,Fortnightly,3.6,1,0,0.0,Unsatisfied,0.2,0.0,0.183673469387755,13.67,Bronze,36.0,1.0,0.0,36.0,0.0,No,28.0,Low Risk,7.35,0.8399999999999999,1.0,63.2,Low,High,Low Value Customers,Premium Organic,Winter,Accessories
1864,21,21.0,21,39,4.3,25,Male,Connecticut,No,Debit Card,2-Day Shipping,1,1,0,0,Monthly,0.54,1,0,0.0,Unsatisfied,0.0125,0.0,0.7755102040816325,16.14,Bronze,21.0,1.0,0.0,21.0,0.0,No,20.5,Low Risk,31.02,0.72,1.0,52.1,High,Medium,Low Value Customers,Premium Organic,Spring,Footwear
1865,72,72.0,72,21,3.2,19,Male,Wyoming,No,Venmo,2-Day Shipping,1,1,0,0,Quarterly,3.43,1,0,0.0,Unsatisfied,0.65,0.0,0.4081632653061224,40.66,Gold,72.0,1.0,0.0,72.0,0.0,Yes,46.0,Low Risk,16.33,0.2800000000000002,1.0,64.4,Medium,High,Regular Customers,Premium Organic,Fall,Accessories
1866,62,62.0,62,12,3.8,56,Male,Missouri,No,Bank Transfer,Store Pickup,1,1,0,0,Monthly,5.17,1,0,0.0,Unsatisfied,0.525,0.0,0.2244897959183673,30.74,Silver,62.0,1.0,0.0,62.0,0.0,No,41.0,Low Risk,8.98,0.52,1.0,66.6,Low,High,Regular Customers,Premium Organic,Summer,Clothing
1867,44,44.0,44,9,4.2,31,Male,Alaska,No,Credit Card,Standard,1,1,0,0,Fortnightly,4.89,1,0,0.0,Unsatisfied,0.3,0.0,0.1632653061224489,18.27,Bronze,44.0,1.0,0.0,44.0,0.0,No,32.0,Low Risk,6.53,0.6800000000000002,1.0,62.4,Low,High,Low Value Customers,Premium Organic,Winter,Clothing
1868,52,52.0,52,20,3.4,45,Male,Delaware,No,Venmo,2-Day Shipping,1,1,0,0,Quarterly,2.6,1,0,0.0,Unsatisfied,0.4,0.0,0.3877551020408162,27.76,Silver,52.0,1.0,0.0,52.0,0.0,No,36.0,Low Risk,15.51,0.3600000000000001,1.0,56.8,Medium,Medium,Regular Customers,Premium Organic,Fall,Clothing
1869,58,58.0,58,44,4.7,23,Male,Indiana,No,Cash,Next Day Air,1,1,0,0,Fortnightly,1.32,1,0,0.0,Unsatisfied,0.4750000000000001,0.0,0.8775510204081631,41.3,Gold,58.0,1.0,0.0,58.0,0.0,Yes,39.0,Low Risk,35.1,0.8800000000000001,1.0,75.4,High,High,Regular Customers,Premium Organic,Spring,Accessories
1870,77,77.0,77,16,3.9,18,Male,West Virginia,No,Debit Card,2-Day Shipping,1,1,0,0,Every 3 Months,4.81,1,0,0.0,Unsatisfied,0.7125,0.0,0.3061224489795918,41.75,Gold,77.0,1.0,0.0,77.0,0.0,Yes,48.5,Low Risk,12.24,0.56,1.0,75.3,Low,High,Regular Customers,Premium Organic,Spring,Clothing
1871,99,99.0,99,27,4.3,43,Male,Wyoming,No,Debit Card,Store Pickup,1,1,0,0,Fortnightly,3.67,1,0,0.0,Unsatisfied,0.9875,0.0,0.5306122448979591,59.99,Platinum,99.0,1.0,0.0,99.0,0.0,Yes,59.5,Low Risk,21.22,0.72,1.0,91.1,Medium,High,Organic Loyalists,Premium Organic,Spring,Clothing
1872,96,96.0,96,14,2.7,56,Male,Illinois,No,Cash,Standard,1,1,0,0,Every 3 Months,6.86,1,0,0.0,Unsatisfied,0.9500000000000002,0.0,0.2653061224489795,52.81,Platinum,96.0,1.0,0.0,96.0,0.0,Yes,58.0,Low Risk,10.61,0.08,1.0,70.4,Low,High,Organic Loyalists,Premium Organic,Fall,Clothing
1873,64,64.0,64,24,4.6,43,Male,Alaska,No,Credit Card,Standard,1,1,0,0,Monthly,2.67,1,0,0.0,Unsatisfied,0.55,0.0,0.4693877551020408,36.89,Gold,64.0,1.0,0.0,64.0,0.0,Yes,42.0,Low Risk,18.78,0.8399999999999999,1.0,77.2,Medium,High,Regular Customers,Premium Organic,Summer,Clothing
1874,44,44.0,44,49,2.9,64,Male,Wisconsin,No,Bank Transfer,Express,1,1,0,0,Weekly,0.9,1,0,0.0,Unsatisfied,0.3,0.0,0.9795918367346936,34.59,Silver,44.0,1.0,0.0,44.0,0.0,No,32.0,Low Risk,39.18,0.1599999999999999,1.0,46.8,High,Medium,At Risk,Premium Organic,Fall,Clothing
1875,33,33.0,33,14,3.6,67,Male,Indiana,No,Cash,Free Shipping,1,1,0,0,Weekly,2.36,1,0,0.0,Unsatisfied,0.1625,0.0,0.2653061224489795,13.43,Bronze,33.0,1.0,0.0,33.0,0.0,No,26.5,Low Risk,10.61,0.4400000000000001,1.0,49.7,Low,Medium,Low Value Customers,Premium Organic,Fall,Clothing
1876,71,71.0,71,6,3.9,63,Male,Tennessee,No,Credit Card,Next Day Air,1,1,0,0,Quarterly,11.83,1,0,0.0,Unsatisfied,0.6375000000000001,0.0,0.1020408163265306,33.92,Silver,71.0,1.0,0.0,71.0,0.0,No,45.5,Low Risk,4.08,0.56,1.0,72.3,Low,High,Regular Customers,Premium Organic,Winter,Footwear
